YEARS,SEAP,EEWA,AJNZ,AFRC,MDEA,LAMC,NAMC,EAAS,SOAS,EURO,WORLD,TAS
2006,298.78197867905135,272.2999804303372,294.4422292834954,297.8780030897215,295.8908798613722,295.0451390764682,274.26096926386555,280.1819925067902,295.4011813122433,282.7850218454928,287.0581313969795,287.55442848710624
2007,298.61559237715824,272.65518207107175,294.23920279287677,297.76034068324594,295.6533566735269,295.0675927979988,273.88725144581974,280.20889617339304,295.3907086087434,282.8633634628363,287.0112897851185,287.48152608504836
2008,298.8007177176403,272.2958504028415,294.76949549738396,297.9636386101149,295.5759236357849,295.33211217301033,274.02897246481507,279.5964018256912,295.50615402679193,282.83819653743103,287.05005485527545,287.61672118959166
2009,299.1653226928463,272.2981330888806,294.9906788667793,298.20022224454164,295.9858204886726,295.5085584698833,273.8905875802712,279.5540472388341,295.59825849945616,282.37871213163703,287.1313552703828,287.685437472386
2010,298.4348207161163,273.150651921062,294.418109293142,297.5178088119732,295.532467625593,294.9138910051876,273.7200322549283,279.4007852988015,295.4995574876261,282.8877402956158,286.9252917237058,287.5215345739473
2011,298.9275364878581,272.954885571596,294.5200579057036,297.81101896350583,295.60083169756115,295.4332300527162,274.22473189466604,279.5467934864058,295.1743638203138,282.4198849110273,287.12495611000753,287.634904565757
2012,299.30619620390365,273.76005906322246,295.1792799640456,298.4829804339582,295.5440224767273,296.0143522701043,274.36630409961856,280.37867085157814,295.65461584912384,282.4262907758569,287.6581386748463,287.93031886183184
2013,299.61486346124894,272.48455104683103,295.18393793532147,298.8941170277169,296.30440956804705,296.6650143402308,274.56564054834485,280.1448796760659,295.98755325938015,282.37380487436246,287.7050026075922,287.9828915351739
2014,298.92725854359975,272.7133815735362,294.63266305832855,298.0511919678187,296.2561173794416,295.2749251472732,274.4627040450068,280.05135096178174,295.63346953091525,283.3083385067835,287.2831951325911,287.6320574475628
2015,298.42057539925656,271.77761840487136,294.3443745186321,297.484823605384,295.5911072018399,294.8660313579608,274.04039265477275,279.7742633911594,294.9422381587038,282.6333914220401,286.7339241760751,287.4174297792297
2016,298.6070089755238,271.87208718096593,294.0511612906314,298.04879103361054,295.7619247067691,295.152182869393,274.1088760549687,279.04541993921765,295.65838042602286,282.141977093006,286.8698457746271,287.6159348316572
2017,298.9441388060624,272.0801741525708,294.78038033445375,298.2347719825212,295.92543461741406,295.86296785416454,274.40965298917394,280.18340246416443,295.93135478844874,282.83833313055055,287.30128170194007,287.78319145393766
2018,299.0132448982407,272.5794081914061,295.0305915498765,298.1564437523973,295.8828019939537,295.4825557781273,274.50996880436486,280.1292346074883,295.4644265993075,282.41638340345634,287.2988539668923,287.75323465759266
2019,298.7613183592148,273.24883909050976,294.570348509964,298.2611216676091,296.43752769682874,295.2727607645969,274.1163435067824,280.05128685643257,295.7846972781239,282.79351643493715,287.3423613046498,287.73887997414846
2020,299.1123209836058,272.7448237918998,294.57475304296435,298.15389325457585,295.9953863464935,295.5670785365595,274.3981272460629,279.3838973256173,294.85614333394665,282.9106497654758,287.236656517059,287.71884429504314
2021,299.3546489685386,272.6378782054124,294.79458994169704,298.5945863866864,296.26122835897377,296.2474202882511,274.9341784001581,280.2106208768938,295.8211319971024,282.7708692633545,287.6385332546383,287.9370394210886
2022,299.52329890544564,272.103489938798,294.9474834420069,298.9701494065807,296.70333538946784,296.4893966078882,274.9283103802205,280.7985987371015,296.96848540976254,282.43748754929277,287.7819192482651,288.0775905075283
2023,299.28547245021593,272.44187742811096,294.80554532746953,298.2429036324327,295.85185018777435,295.5414177877761,274.8236624109506,280.74873498980287,296.22131290260944,283.17554347448913,287.4626136767844,287.8187727410517
2024,298.76924717293525,272.4961418605867,294.5048109067625,297.9802011140283,295.8887228789462,295.1422271414743,274.2148833663316,280.64512864045355,296.26189913780286,282.59343595891204,287.1864119291748,287.6731006471378
2025,298.9249854860061,272.5706662815285,294.78634554950605,298.18875335549313,295.84850587619326,295.52115155272,274.3079457740384,279.9397504382178,295.97602448179015,282.3756793139583,287.26041984514495,287.78494466727096
2026,298.97802493922865,271.9396670583892,295.6293995210505,298.35536923280074,296.15320508094993,295.6811176288832,274.35582295942515,280.2440555617031,296.0822809625178,282.4841988136791,287.3271904666936,287.8378231266311
2027,299.33057242127046,272.46014180001134,295.1808957740132,298.8845786398735,296.647434173481,296.5276282366255,274.61075304723795,280.353203084136,295.9762806172632,282.39729703615444,287.7054899496219,288.052754939734
2028,299.47948107213676,273.1986808008263,295.9805255251323,298.9168248910264,296.55616581192976,296.45381750703274,275.1666379758904,281.16499436329656,296.8895501416963,283.277983158308,288.1019169361806,288.19895239264537
2029,298.9614109415263,272.3588262611559,294.81842608745194,298.16247417164897,296.39896509301303,295.57501286278034,274.56117284783477,281.10034428170775,296.36534474959865,282.92522012840897,287.42835552896827,287.8031508009167
2030,298.8124123663918,272.27037079318586,294.698308868118,298.10040821064587,296.3698702395821,295.14250993771327,274.3167516577711,280.0617566328411,295.3739533520416,282.4289914681513,287.13564668956656,287.71310659809035
2031,298.84325634637236,272.48614898089414,294.4283274436907,298.3040843080421,296.4218655222351,295.6105531656096,274.37200359039315,280.30502730608436,295.7851054105991,283.16697141410816,287.3508875705623,287.8302840476854
2032,298.90786931218867,272.4043860068833,295.08494368951074,298.3851087797983,296.64431052351205,295.97563038086366,274.61038606718756,280.2669786962925,295.6098361080892,282.08644907032664,287.44401251298075,287.8939887678611
2033,299.5201048761977,272.52804670443305,295.6812785138686,298.7868209666148,296.64569967754073,296.52987141366,274.5860603996703,280.83793183630735,296.0930703920283,283.15553947177375,287.80719001278163,288.12777589867926
