YEARS,SEAP,EEWA,AJNZ,AFRC,MDEA,LAMC,NAMC,EAAS,SOAS,EURO,WORLD,TAS
2006,298.8594934705439,272.6355749148543,294.97467084918594,297.84370754985036,295.75286116935007,295.3033071757191,274.13523452827917,279.5154783000577,295.5173475289226,283.0786837626622,287.1169132216227,287.6346087009182
2007,298.8234088851374,271.8961727319508,294.6398134761572,298.05988583912676,296.01483861421036,295.4859632729372,273.85140464864594,280.47864483735367,295.85581180363147,282.2285825499768,287.0717039398832,287.6134498762494
2008,298.85289414842254,271.77443242903456,294.1658105684089,297.7022491060704,295.5192110580046,295.3624432609995,274.00631131794245,279.9618116775332,295.5807535611698,282.2726300977739,286.87851895364844,287.5441165809703
2009,298.9347023955857,272.28879832268495,294.67474656677877,297.76583211734544,295.6510529613347,295.3714005659801,273.581127874446,280.1659628706987,295.3843508492091,282.81308504799773,286.98367315349503,287.6313553002951
2010,298.9204966838705,272.22421607878306,294.38906162738175,298.1618240901395,296.2806668435843,295.47006946941536,274.06142800482746,280.36347041590636,295.87614934646024,283.2889075890928,287.2144455649028,287.6790970008461
2011,298.86687742878377,271.8443105401372,294.20126019969956,297.98348020556824,295.86394333809363,295.53176403518,274.19256206749867,280.0391518816764,295.65197045405046,282.72098800949414,287.0528298878327,287.63277404917204
2012,298.7390933007953,272.7209332509948,294.3574308248155,297.6900949906176,295.6688397608184,295.3806776080809,274.11694055753435,279.88259074927294,295.308483634022,282.74977196193663,287.06769862090164,287.6804989739798
2013,298.7826033411902,273.1104596715541,294.57608592606863,298.1929043901111,295.94631422734426,295.9592074907395,274.23290342431795,280.0382263641564,295.67878136170214,282.4723470761773,287.3909615333763,287.898333071635
2014,298.9490849660806,272.8494592047582,295.51318666532825,298.3199655801301,296.2459720520615,295.7187633580585,274.4037064796211,280.74913922934803,296.54962381253847,282.45306265493605,287.5343823695465,287.9303150368856
2015,299.034973291416,273.26421752633155,294.8099024667118,298.303290964913,296.3958392454847,295.6566553346206,274.7746482571578,281.0368676423135,296.1470784482017,283.01377852085864,287.64600115239807,287.9294860265986
2016,299.16034432769465,272.37992461157154,295.1835839476574,298.36117785064766,296.413846387231,296.0523136174798,274.7935311306012,280.32721957291517,296.11570920111615,282.3733595097525,287.5185615556875,287.94426385883077
2017,299.4479971182058,272.59775992790276,294.7903936115887,298.4772970556731,296.27899919336136,295.9884261182735,274.2164651671493,280.30675337162603,295.9239755234793,282.96660522257855,287.4770207473746,288.0180314105952
2018,299.32001906742386,273.6666165119454,294.8602379267157,298.353823220799,296.32296166349016,295.81254787092513,274.7254929975756,280.47354415397734,296.13572114419634,283.57883158889837,287.7270429453465,288.1234398317694
2019,299.20243881732887,272.94143689422856,294.7734740322173,298.2448157362299,296.1742500682185,295.7752870540815,274.4453494669382,280.48799020366573,296.37908071584485,283.4317193376585,287.52297255945626,287.9828057098094
2020,299.2917698989754,272.50856149469723,294.6281791313363,298.4289915453924,296.05632941090886,295.9291548290123,274.2646830771372,279.75090057026455,295.6970666997124,283.03551838552966,287.3738893629957,287.99464684716315
2021,299.2705696783269,273.07071887132025,295.251032856458,298.4241159749375,296.10737670077174,295.83884214247274,274.58674861078947,280.53435283822836,296.32105000881916,283.3790902576354,287.6452518149076,288.04551155183196
2022,299.31174646420544,272.2529097903155,295.24773757293,298.75740099384575,296.34583693906194,296.15555299399654,274.67006602562753,280.54017057778333,296.4002387634239,282.61623298011017,287.62878409862367,288.1013091363261
2023,299.3519682906903,273.18288721528944,295.2109069988233,298.51626873987954,296.32291097961235,295.9289454180058,274.19034918634304,280.73676173962167,296.2979918932046,283.8152331548672,287.67909770768097,288.06729463280203
2024,299.3317337525269,272.70433044912613,295.3751536753768,298.5913065923553,296.6256428567756,296.09824607462446,274.47636356083814,280.4818226607962,296.3302266733795,282.87732551427484,287.6491281372879,288.1464346396875
2025,299.27462790200326,274.03110818529973,294.93682260163195,298.7516524179354,296.8431780495537,296.2146931050234,274.37808158546073,281.0553651719955,297.0372229332402,283.17265697205283,287.9696186399924,288.2964824253467
2026,299.32252096740484,272.8236663757269,295.6315764765947,298.5416978175894,296.5564766830878,296.1441548617014,274.60281943886287,280.43362512223587,296.6347580926489,283.6153825897906,287.73708087121264,288.2084308822912
2027,299.5552766061254,273.02181532493574,295.6403562738997,298.54530850597723,296.53733407721,296.026953463352,274.6342357713906,280.41700073509577,296.38527972856355,283.04757482513315,287.73013830997706,288.15100384844396
2028,299.52555168251337,272.4899225807067,295.33725800968193,298.6693694727501,296.6773284327048,296.164351002451,275.1183255801491,281.1687177277156,296.831756496402,282.568693697136,287.81282189749857,288.2018171687054
2029,299.50324964435936,273.11042179163746,295.3878795856476,298.5690662841092,296.3659291986589,296.293643804026,275.0225325044003,279.8535006777302,296.20824810714225,283.08696169372416,287.77583441877965,288.2268785977338
2030,299.4889304911773,272.78993905384,295.12517446049105,298.8205689985024,296.83888791680795,296.30122452351463,274.7101248709588,280.8116374848849,296.72688089221714,283.0469137045644,287.830653778085,288.24702286467794
2031,299.34207641234735,273.65403721620544,294.64488642012617,298.54871876455496,296.3317429469973,296.20728410983895,274.62959942553965,280.0633246415869,296.2357080011119,283.69072633483745,287.7758646084685,288.2294305367855
2032,299.6299709028231,273.56974115666986,295.3866840317491,299.24577311471376,296.32843839876324,296.6687400923486,275.04169203081545,280.74213231567217,296.1744213636587,282.5548440220426,288.11512252976024,288.44164466961917
2033,299.8222926161103,272.1529888056538,295.2615281473215,298.6731534274209,296.00919592252785,296.3645348013589,274.5055691730286,280.694407075859,296.53290681615636,282.5069414098402,287.6195194051238,288.25830362952706
2034,299.57396158281625,272.35115279937753,295.4256586554696,298.85720783487454,296.8540681369888,296.1908954111841,274.5912064290465,280.9569263704123,296.7650082693432,283.66539936817753,287.79473410353927,288.3120108400981
2035,299.7244777079572,273.81964698309423,295.0529697601442,299.0170224027221,296.5320954491191,296.2831792577171,274.66189620030553,280.91306479810817,296.696306463637,283.8765569425157,288.0679132923494,288.43390797326515
2036,299.419416162421,272.445170315459,295.30789815842905,298.80371913833113,296.27315947067217,296.1057448545437,274.85603505428134,280.58838798295636,296.3245014220095,282.8225351499984,287.7074027861987,288.2619867019455
2037,299.6137050007561,272.74338593585423,295.2077941665108,298.97358790441666,296.276248476189,296.4481787785752,275.0430188389922,280.4580193862773,296.3158159227021,283.05237799510985,287.8757839456848,288.3900077330827
2038,299.5732248299501,274.5714370000343,295.17909545428745,299.0725666560132,296.72750058442114,296.6508591715654,275.2871796090684,281.599930258911,297.1888876338277,284.41815098698044,288.46705779017094,288.535860809076
2039,299.6873357427173,273.4700074242787,295.5840950152648,298.95266444648485,296.9056428960541,296.26636577821716,275.159376838235,281.20759989891957,297.26390568288105,283.76535822952263,288.1597862913581,288.3892437285735
