YEARS,SEAP,EEWA,AJNZ,AFRC,MDEA,LAMC,NAMC,EAAS,SOAS,EURO,WORLD,TAS
2006,298.7795596647505,272.27093339705124,294.91468700225516,297.77525379999526,295.57734751263143,295.76351069144084,274.1359522843091,279.87008967479755,295.74309186275804,282.14905538938217,287.0966055930272,287.64231064725493
2007,299.33275590147815,271.95693263430104,294.8015930999358,298.49766857732993,295.0697400153278,296.32027790986797,274.00558748408713,279.902000472923,296.34840674433656,282.2372459883655,287.2946517320017,287.7318757039256
2008,298.80905938560295,272.2297214417645,293.8865664800338,297.71110032176665,295.9553810130973,295.18870806992203,273.4369532949819,279.6384325648852,295.10588034961165,282.45143396274074,286.79885348725253,287.4376569221822
2009,298.777646943979,272.3853632056864,293.5819744871958,298.00377169658555,295.5245048381911,294.9236474258308,274.02769509397115,280.081560202174,295.14980084250357,282.84053343993656,286.9615244909808,287.52052018625136
2010,298.75536088911423,271.69415729950754,294.69700910840896,297.9739444556833,294.7792746558538,295.20122588302456,273.6313973936381,279.56056592641227,295.69638810264894,282.92189598695313,286.84240644235996,287.5558251502728
2011,298.9556681314545,272.4885217662416,295.7208360521463,298.2003690380935,296.3608868821255,295.81148300344404,273.82029416327856,279.83208570835757,295.9214728613433,282.5459793059049,287.2922577451756,287.7681529681092
2012,299.42700558358325,272.2852674028008,295.1759870546867,298.5725770566677,295.5822819679282,296.16979028761875,274.18754589910196,280.00390604324565,295.7842403783539,282.4522025209299,287.4139270833102,287.85238276311316
2013,298.76261358705455,272.4870174241305,293.81902950999154,298.063542042105,296.1428924820859,295.69051014989134,273.6895639717243,280.1284358443016,295.67237475269866,282.3602850813216,287.0956443387358,287.62881676976673
2014,299.04326049828825,272.33228045809096,295.7282333257504,298.27699944076977,296.05595720014946,295.58107510196095,273.59194290882095,279.96637773440597,295.86681317477735,282.33810413986686,287.20468375991976,287.7058641512478
2015,298.6826442199183,271.97231643527067,294.1856298363703,297.96393683999446,295.93021159154694,295.15993284096265,273.7142315707761,280.43762643508916,295.6882779722198,282.2779236825985,286.94685355025814,287.54940114908663
2016,298.85776816205595,271.28027932177986,293.68698514077687,297.8192155241153,295.94448195659027,295.53412943721486,274.40938188949,279.98652996336665,295.70902864793703,282.1866507634241,286.9040751928254,287.6105158802393
2017,299.0264084822456,272.7269529840889,294.6899461266251,298.0824470135544,295.2619611424101,295.87847522645177,274.558436523416,280.0314267260633,296.0668934667182,283.0878505937083,287.3736395017778,287.7805992614086
2018,299.4529988214573,271.3328196863019,296.09484293573394,298.3182375791318,295.59628761982606,296.16599708736436,274.21155227781867,279.576475182173,295.33593804918075,281.59530238799726,287.17387216391904,287.7552578002471
2019,299.82381540034356,271.86380599543764,295.97975196248063,298.78379231136154,295.7240575822178,296.81341688378683,274.0747499569198,279.8622694456862,296.1618793958912,282.1031950207543,287.5303029660366,287.927004746579
2020,298.6952843676168,272.2982741951892,294.25452097402916,297.89825599631536,295.6705278997167,295.4831476280232,274.1891837060521,279.9791089969028,295.5962507372136,282.7314245873357,287.08258135853885,287.66403600871183
2021,298.7674975186098,272.69085527205647,295.00994380625116,298.2823129003853,296.4860456226752,295.25550820783593,274.2198039064949,279.9912638722203,295.7781887553226,283.086334727127,287.30693372928243,287.69739232011676
2022,298.4595824274849,273.03471861827256,294.39252452047293,297.8051230082925,295.9765730818832,295.5202464804164,274.63222842938404,279.88438287735113,295.6461785313376,282.9915504847407,287.2743868313866,287.7328872776177
2023,298.7541690630228,272.9920368186179,295.32127860843065,298.067170362647,296.1476125222813,296.0283038358786,274.6939353050474,280.18622522477426,296.2205507255416,282.8967380174007,287.5313213567322,287.88633596810246
2024,299.5286934276732,272.46619076640866,295.7684207940485,298.25560547716105,295.97533537426943,296.33533262158073,274.56475389049854,279.7583309468192,295.9443240756612,283.13122131131763,287.52841430073994,287.9714316693488
2025,298.90750527413553,272.5742221269872,295.2400445391848,298.45941702871,295.8775360721872,295.8262216114949,274.55831637651846,281.00768058367737,296.28007792129904,282.78682419913844,287.5549046346233,287.86579478618546
2026,298.99026412250504,272.93022924202006,295.6508945589045,298.7307239418574,296.39622336157686,296.02180625052387,274.02334309542215,280.5206175370339,296.3255777212318,282.6842218722206,287.6240072558813,287.93062521123056
2027,299.44162441168584,273.2233425434731,296.06942020239336,298.4629988768009,296.6702958164003,296.4763097222576,274.33411883791615,281.04540885927594,296.68022615326385,282.8404226601497,287.84775865987274,288.03731858863364
2028,299.71513159296484,272.97834503898986,295.92989747096755,298.7192367505656,295.6858912835652,296.22845498060514,274.8308945688578,280.998736185319,296.58126080780613,282.80343670071403,287.86022542648004,288.0477317449967
2029,298.91695866161297,272.8644306672993,293.783631439881,298.1796260236324,296.3068136082598,294.90988020295896,275.1662315098042,280.48241262091557,295.42487821924635,282.8807472592456,287.35027039642165,287.67485718476837
2030,298.7806462188919,271.6956648219722,294.3380061953625,298.451341380146,296.22143764943473,295.19206588165804,274.7053407476958,279.3924028990579,295.67135186034426,282.3677423820252,287.1128817531508,287.709434547971
2031,299.08967341308085,272.36456141336384,296.01931218351933,298.70581464396406,296.78239659868916,295.7014638204184,274.4071192516483,280.0301658961813,296.00706718498367,281.82239993126353,287.4890506440701,287.9226193334521
2032,299.7930705488775,272.9555845184272,295.26070565349164,298.4783379335238,296.2262653450467,296.432435010138,274.25805769246,279.5273592221367,296.58782549436046,283.1954751835085,287.6198644369792,287.9723168223179
2033,298.8229191039076,273.2906684170347,295.22299564083124,298.22116836307555,296.6382959810956,295.92774794037314,274.64586417027067,280.63935444160984,296.23377102241125,283.1991050416867,287.6583030692418,287.90968880654873
2034,299.2730592485394,273.391608022956,296.37401099060327,298.6782025335454,296.1229371396563,296.57484555345246,275.1072174283369,280.4778375314954,296.6292528038999,282.92865691738234,288.00679089727953,288.1042710977889
2035,299.7892757217866,272.12668667451425,294.8600535547501,298.6897604304423,295.9607019666028,296.32721654606195,274.48523961220826,280.32695315547915,296.5885102254268,282.989803643346,287.57448101858836,287.9008752388448
2036,299.02264086313227,272.3941239986151,294.280557154732,298.4412858252633,296.2650330303327,295.5038335821923,274.5087854689596,280.3126948643232,295.31336854839543,283.3608497516329,287.35474935313016,287.8166833102577
2037,299.03707842842647,272.83746964804783,295.2591388313254,298.568567093587,296.5968350757385,295.841053092132,275.06681003337474,280.51163842447625,295.9288133789736,283.52022882228573,287.71605639655024,287.9556753375481
